unix_time,frontend_0_100,sent_0_100,vjoy_axis,sim_connect
1778543900.500008,23.1,23.1,7569,0.791379
1778543900.567486,37.9,37.9,12418,0.565774
1778543900.567996,43.0,43.0,14089,0.565774
1778543900.568517,49.8,49.8,16317,0.565774
1778543900.570027,26.3,26.3,8617,0.565774
1778543900.571053,29.9,29.9,9797,0.565774
1778543900.573595,33.5,33.5,10976,0.565774
1778543900.617032,56.7,56.7,18578,0.441619
1778543900.626638,63.9,63.9,20938,0.441619
1778543900.628200,73.0,73.0,23919,0.441619
1778543900.628716,81.3,81.3,26639,0.441619
1778543900.629229,88.9,88.9,29129,0.441619
1778543900.630253,96.8,96.8,31718,0.441619
1778543900.664220,100.0,100.0,32767,0.010235
1778544008.281305,87.8,87.8,28769,0.0
1778544008.282812,86.3,86.3,28277,0.0
1778544008.283817,87.1,87.1,28540,0.0
1778544008.285302,86.0,86.0,28179,0.0
1778544008.285860,85.6,85.6,28048,0.0
1778544008.334989,85.3,85.3,27950,0.046077
1778544008.340907,86.3,86.3,28277,0.046077
1778544008.341913,85.6,85.6,28048,0.046077
1778544008.347964,86.7,86.7,28408,0.046077
1778544008.363139,87.4,87.4,28638,0.046077
1778544008.365737,88.2,88.2,28900,0.046077
1778544008.370346,87.8,87.8,28769,0.046077
1778544008.375373,88.5,88.5,28998,0.042561
1778544008.400935,88.9,88.9,29129,0.036799
1778544008.404985,89.2,89.2,29228,0.036799
1778544008.433534,89.6,89.6,29359,0.034553
1778544009.861724,89.2,89.2,29228,0.033283
1778544009.864233,88.9,88.9,29129,0.033283
1778544009.867780,88.5,88.5,28998,0.033283
1778544009.870764,88.2,88.2,28900,0.033283
1778544009.895750,87.8,87.8,28769,0.037756
1778544009.944890,87.1,87.1,28540,0.039045
1778544009.947925,87.4,87.4,28638,0.039045
1778544009.948943,86.7,86.7,28408,0.039045
1778544009.984118,86.3,86.3,28277,0.042561
1778544009.985631,86.0,86.0,28179,0.042561
1778544009.986656,85.3,85.3,27950,0.042561
1778544009.987662,85.6,85.6,28048,0.042561
1778544010.142405,84.9,84.9,27819,0.046077
1778544010.174360,84.5,84.5,27688,0.048323
1778544010.176386,83.5,83.5,27360,0.048323
1778544010.176890,83.8,83.8,27458,0.048323
1778544010.182353,83.1,83.1,27229,0.048323
1778544010.209622,82.7,82.7,27098,0.054085
1778544010.272982,82.4,82.4,27000,0.055355
1778544010.392455,81.3,81.3,26639,0.056312
1778544010.392966,81.6,81.6,26737,0.056312
1778544010.393481,80.9,80.9,26508,0.056312
1778544010.393993,82.0,82.0,26868,0.056312
1778544010.393993,80.6,80.6,26410,0.056312
1778544010.549758,80.2,80.2,26279,0.062074
1778544010.554386,79.8,79.8,26148,0.062074
1778544010.571504,79.5,79.5,26049,0.064633
1778544010.604956,79.1,79.1,25918,0.065609
1778544010.680873,78.8,78.8,25820,0.066879
1778544010.681390,78.4,78.4,25689,0.066879
1778544010.743110,77.7,77.7,25459,0.069125
1778544010.748658,78.0,78.0,25558,0.069125
1778544010.980777,76.9,76.9,25197,0.070395
1778544010.982309,77.3,77.3,25328,0.070395
1778544011.017266,76.6,76.6,25099,0.072641
1778544014.430617,76.9,76.9,25197,0.074887
1778544014.435656,78.4,78.4,25689,0.074887
1778544014.438684,79.1,79.1,25918,0.074887
1778544014.454997,79.5,79.5,26049,0.069125
1778544014.575744,80.6,80.6,26410,0.065609
1778544014.586637,82.0,82.0,26868,0.065609
1778544014.587142,83.5,83.5,27360,0.065609
1778544014.606347,86.3,86.3,28277,0.062074
1778544014.607373,90.0,90.0,29490,0.062074
1778544014.607373,93.6,93.6,30669,0.062074
1778544014.612404,98.6,98.6,32308,0.062074
1778544014.637289,100.0,100.0,32767,0.004473
1778544058.698531,95.0,95.0,31128,0.0
1778544058.699760,94.7,94.7,31030,0.0
1778544058.700790,94.3,94.3,30899,0.0
1778544058.700790,93.2,93.2,30538,0.0
1778544058.702306,93.6,93.6,30669,0.0
1778544058.702827,92.9,92.9,30440,0.0
1778544058.886718,91.0,91.0,29817,0.022716
1778544058.894787,92.5,92.5,30309,0.022716
1778544058.896842,92.1,92.1,30178,0.022716
1778544058.897355,91.8,91.8,30080,0.022716
1778544058.897873,91.4,91.4,29949,0.022716
1778544059.149808,90.7,90.7,29719,0.027521
1778544059.467064,90.3,90.3,29588,0.029767
1778544059.656974,90.0,90.0,29490,0.031037
1778544059.657487,89.6,89.6,29359,0.031037
1778544059.658001,89.2,89.2,29228,0.031037
1778544059.659008,88.9,88.9,29129,0.031037
1778544059.659511,88.2,88.2,28900,0.031037
1778544059.660031,88.5,88.5,28998,0.031037
1778544059.833274,87.4,87.4,28638,0.036799
1778544059.834280,87.1,87.1,28540,0.036799
1778544059.842948,87.8,87.8,28769,0.036799
1778544059.852514,86.7,86.7,28408,0.036799
1778544059.852514,86.3,86.3,28277,0.036799
1778544060.123726,86.0,86.0,28179,0.04385
1778544060.125266,85.6,85.6,28048,0.04385
1778544060.125779,85.3,85.3,27950,0.04385
1778544060.125779,84.9,84.9,27819,0.04385
1778544060.125779,84.5,84.5,27688,0.04385
1778544060.127291,84.2,84.2,27589,0.04385
1778544060.444447,83.8,83.8,27458,0.050569
1778544060.448705,83.1,83.1,27229,0.050569
1778544060.449855,82.7,82.7,27098,0.050569
1778544060.450368,83.5,83.5,27360,0.050569
1778544060.450368,82.4,82.4,27000,0.050569
1778544060.506973,82.0,82.0,26868,0.056312
1778544060.507488,81.6,81.6,26737,0.056312
1778544060.508492,80.9,80.9,26508,0.056312
1778544060.510108,81.3,81.3,26639,0.056312
1778544060.510619,80.6,80.6,26410,0.056312
1778544060.510619,80.2,80.2,26279,0.056312
1778544060.568459,79.5,79.5,26049,0.063363
1778544060.568965,79.8,79.8,26148,0.063363
1778544060.568965,79.1,79.1,25918,0.063363
1778544060.595134,78.8,78.8,25820,0.066879
1778544061.301069,78.4,78.4,25689,0.067836
1778544061.309939,78.0,78.0,25558,0.067836
1778544061.356005,77.7,77.7,25459,0.070395
1778544061.362685,77.3,77.3,25328,0.070395
1778544061.389403,76.9,76.9,25197,0.072641
1778544063.903415,76.2,76.2,24968,0.07393
1778544063.906961,76.6,76.6,25099,0.07393
1778544063.947362,75.9,75.9,24870,0.074887
1778544063.971622,75.5,75.5,24739,0.077114
1778544065.434194,75.9,75.9,24870,0.078403
1778544065.457723,76.6,76.6,25099,0.077114
1778544065.458752,76.9,76.9,25197,0.077114
1778544065.459265,77.3,77.3,25328,0.077114
1778544065.459265,77.7,77.7,25459,0.077114
1778544065.459265,76.2,76.2,24968,0.077114
1778544065.464329,78.0,78.0,25558,0.077114
1778544065.511164,79.1,79.1,25918,0.070395
1778544065.513198,79.5,79.5,26049,0.070395
1778544065.513198,80.6,80.6,26410,0.070395
1778544065.514203,81.3,81.3,26639,0.070395
1778544065.514203,82.4,82.4,27000,0.070395
1778544065.518240,78.4,78.4,25689,0.070395
1778544065.555887,83.5,83.5,27360,0.069125
1778544065.578201,84.9,84.9,27819,0.052796
1778544065.579218,86.0,86.0,28179,0.052796
1778544065.579732,87.1,87.1,28540,0.052796
1778544065.580245,87.8,87.8,28769,0.052796
1778544065.627857,89.6,89.6,29359,0.039045
1778544065.636500,88.9,88.9,29129,0.039045
1778544065.638509,90.3,90.3,29588,0.039045
1778544065.638509,91.0,91.0,29817,0.039045
1778544065.639511,91.4,91.4,29949,0.039045
1778544065.640017,92.1,92.1,30178,0.039045
1778544065.698555,92.9,92.9,30440,0.025275
1778544065.699575,94.3,94.3,30899,0.025275
1778544065.700086,93.6,93.6,30669,0.025275
1778544065.700596,94.7,94.7,31030,0.025275
1778544065.701109,95.4,95.4,31259,0.025275
1778544065.701109,95.8,95.8,31390,0.025275
1778544065.760768,96.5,96.5,31620,0.013438
1778544065.761281,96.8,96.8,31718,0.013438
1778544065.761793,97.2,97.2,31849,0.013438
1778544065.762839,98.6,98.6,32308,0.013438
1778544065.763845,97.9,97.9,32078,0.013438
1778544065.763845,99.0,99.0,32439,0.013438
1778544065.803139,100.0,100.0,32767,0.003184
1778544065.812221,99.4,99.4,32570,0.003184
1778544093.239532,99.4,99.4,32570,0.001914
1778544093.240036,99.0,99.0,32439,0.001914
1778544093.321574,98.6,98.6,32308,0.003184
1778544093.321574,97.6,97.6,31980,0.003184
1778544093.327119,98.3,98.3,32209,0.003184
1778544093.328135,97.9,97.9,32078,0.003184
1778544093.505291,96.8,96.8,31718,0.006719
1778544093.506297,95.8,95.8,31390,0.006719
1778544093.506803,96.5,96.5,31620,0.006719
1778544093.506803,95.4,95.4,31259,0.006719
1778544093.508322,97.2,97.2,31849,0.006719
1778544093.797582,95.0,95.0,31128,0.008946
1778544093.799094,94.7,94.7,31030,0.008946
1778544093.799607,93.9,93.9,30768,0.008946
1778544093.800126,94.3,94.3,30899,0.008946
1778544093.800126,93.6,93.6,30669,0.008946
1778544093.893394,93.2,93.2,30538,0.02047
1778544094.068278,92.9,92.9,30440,0.021759
1778544094.069304,92.5,92.5,30309,0.021759
1778544094.069817,92.1,92.1,30178,0.021759
1778544094.070337,91.8,91.8,30080,0.021759
1778544094.070337,91.4,91.4,29949,0.021759
1778544094.164597,91.0,91.0,29817,0.027521
1778544094.631035,90.7,90.7,29719,0.02881
1778544094.726435,90.0,90.0,29490,0.029767
1778544094.727945,89.6,89.6,29359,0.029767
1778544094.728507,89.2,89.2,29228,0.029767
1778544094.835876,88.9,88.9,29129,0.034553
1778544094.836399,88.5,88.5,28998,0.034553
1778544094.916741,88.2,88.2,28900,0.036799
1778544094.918748,87.8,87.8,28769,0.036799
1778544095.113834,87.4,87.4,28638,0.039045
1778544095.212048,87.1,87.1,28540,0.040315
1778544096.648475,87.4,87.4,28638,0.041272
1778544096.655523,87.8,87.8,28769,0.041272
1778544096.677162,88.5,88.5,28998,0.041272
1778544096.711079,89.2,89.2,29228,0.036799
1778544096.713593,91.4,91.4,29949,0.036799
1778544096.715595,91.0,91.0,29817,0.036799
1778544096.718122,92.1,92.1,30178,0.036799
1778544096.719633,90.0,90.0,29490,0.036799
1778544096.720639,90.3,90.3,29588,0.036799
1778544096.844027,94.3,94.3,30899,0.031037
1778544096.850091,92.9,92.9,30440,0.031037
1778544096.850600,93.6,93.6,30669,0.031037
1778544096.851114,93.9,93.9,30768,0.031037
1778544096.886074,95.4,95.4,31259,0.019513
1778544096.889084,97.2,97.2,31849,0.019513
1778544096.890631,96.1,96.1,31489,0.019513
1778544096.925140,97.9,97.9,32078,0.012462
1778544096.926158,99.4,99.4,32570,0.012462
1778544096.926158,100.0,100.0,32767,0.012462
1778544113.920263,93.6,93.6,30669,0.0
1778544113.954661,90.7,90.7,29719,0.02047
1778544113.957760,92.1,92.1,30178,0.02047
1778544113.959785,90.0,90.0,29490,0.02047
1778544113.961300,90.3,90.3,29588,0.02047
1778544113.963364,91.4,91.4,29949,0.02047
1778544114.001230,89.6,89.6,29359,0.027521
1778544114.003775,89.2,89.2,29228,0.027521
1778544114.230710,89.6,89.6,29359,0.034553
1778544114.232726,90.0,90.0,29490,0.034553
1778544114.764128,89.2,89.2,29228,0.031994
1778544114.770128,88.9,88.9,29129,0.031994
1778544114.773349,89.6,89.6,29359,0.031994
1778544114.776452,88.5,88.5,28998,0.031994
1778544114.831079,88.2,88.2,28900,0.036799
1778544114.863666,87.8,87.8,28769,0.037756
1778544114.864684,87.1,87.1,28540,0.037756
1778544114.875833,86.3,86.3,28277,0.037756
1778544114.907195,86.0,86.0,28179,0.04385
1778544114.907707,85.6,85.6,28048,0.04385
1778544114.915352,85.3,85.3,27950,0.04385
1778544114.932508,84.9,84.9,27819,0.046077
1778544114.958323,84.5,84.5,27688,0.048323
1778544114.966976,84.2,84.2,27589,0.048323
1778544115.254970,83.8,83.8,27458,0.050569
1778544115.278439,83.5,83.5,27360,0.051839
1778544115.772774,83.8,83.8,27458,0.052796
1778544115.895118,84.2,84.2,27589,0.051839
1778544115.903290,84.9,84.9,27819,0.051839
1778544115.904299,85.6,85.6,28048,0.051839
1778544115.919436,88.2,88.2,28900,0.050569
1778544115.922982,89.6,89.6,29359,0.050569
1778544115.933090,91.4,91.4,29949,0.050569
1778544115.960165,92.9,92.9,30440,0.027521
1778544115.961192,94.7,94.7,31030,0.027521
1778544115.961737,97.9,97.9,32078,0.027521
1778544115.961737,96.5,96.5,31620,0.027521
1778544115.994820,100.0,100.0,32767,0.011192
1778544122.177199,98.6,98.6,32308,0.0
1778544122.201046,97.9,97.9,32078,0.004473
1778544122.226938,96.1,96.1,31489,0.006719
1778544122.227966,97.2,97.2,31849,0.006719
1778544122.228481,95.8,95.8,31390,0.006719
1778544122.229487,96.8,96.8,31718,0.006719
1778544122.229487,95.0,95.0,31128,0.006719
1778544122.253375,94.7,94.7,31030,0.015997
1778544122.291245,94.3,94.3,30899,0.016954
1778544122.321075,93.6,93.6,30669,0.018224
1778544122.329727,93.9,93.9,30768,0.018224
1778544122.635640,92.9,92.9,30440,0.019513
1778544122.641222,93.2,93.2,30538,0.019513
1778544122.877819,92.5,92.5,30309,0.021759
1778544122.902908,92.1,92.1,30178,0.023986
1778544123.100487,91.8,91.8,30080,0.025275
1778544123.126830,91.4,91.4,29949,0.026232
1778544123.127336,91.0,91.0,29817,0.026232
1778544123.130896,90.7,90.7,29719,0.026232
1778544123.173998,90.3,90.3,29588,0.029767
1778544123.174510,90.0,90.0,29490,0.029767
1778544123.229492,89.6,89.6,29359,0.031994
1778544123.463690,89.2,89.2,29228,0.033283
1778544123.509231,88.9,88.9,29129,0.034553
1778544123.514750,88.5,88.5,28998,0.034553
1778544123.624381,88.2,88.2,28900,0.036799
1778544123.625401,87.8,87.8,28769,0.036799
1778544123.666004,87.1,87.1,28540,0.039045
1778544123.666004,87.4,87.4,28638,0.039045
1778544123.941118,87.4,87.4,28638,0.040315
1778544123.946687,87.8,87.8,28769,0.040315
1778544123.961837,88.5,88.5,28998,0.040315
1778544123.962341,89.2,89.2,29228,0.040315
1778544124.022578,91.4,91.4,29949,0.034553
1778544124.025085,90.3,90.3,29588,0.034553
1778544124.025085,90.0,90.0,29490,0.034553
1778544124.026090,91.0,91.0,29817,0.034553
1778544124.026090,90.7,90.7,29719,0.034553
1778544124.031183,91.8,91.8,30080,0.034553
1778544124.161307,92.1,92.1,30178,0.026232
1778544124.161822,92.5,92.5,30309,0.026232
1778544125.015475,92.9,92.9,30440,0.023986
1778544125.019050,93.2,93.2,30538,0.023986
1778544125.019050,93.6,93.6,30669,0.023986
1778544125.047981,93.9,93.9,30768,0.02047
1778544125.097554,94.3,94.3,30899,0.019513
1778544125.098121,94.7,94.7,31030,0.019513
1778544125.204705,95.4,95.4,31259,0.016954
1778544125.209247,95.8,95.8,31390,0.016954
1778544125.210763,96.1,96.1,31489,0.016954
1778544125.210763,96.8,96.8,31718,0.016954
1778544125.227036,97.2,97.2,31849,0.014708
1778544125.229556,97.9,97.9,32078,0.014708
1778544125.261754,99.7,99.7,32668,0.006719
1778544125.261754,100.0,100.0,32767,0.006719
1778544125.269808,98.3,98.3,32209,0.006719
1778544125.270876,99.0,99.0,32439,0.006719
1778544141.002561,99.7,99.7,32668,0.003184
1778544141.004092,99.4,99.4,32570,0.003184
1778544141.032746,97.9,97.9,32078,0.001914
1778544141.034777,98.3,98.3,32209,0.001914
1778544141.034777,97.2,97.2,31849,0.001914
1778544141.035778,96.5,96.5,31620,0.001914
1778544141.065672,95.8,95.8,31390,0.011192
1778544141.069850,96.1,96.1,31489,0.011192
1778544141.106401,95.4,95.4,31259,0.012462
1778544141.171571,95.0,95.0,31128,0.014708
1778544141.297858,94.7,94.7,31030,0.015997
1778544141.304905,94.3,94.3,30899,0.015997
1778544141.359987,93.6,93.6,30669,0.018224
1778544141.361011,93.9,93.9,30768,0.018224
1778544141.481507,93.2,93.2,30538,0.019513
1778544141.481507,92.9,92.9,30440,0.019513
1778544141.483512,92.5,92.5,30309,0.019513
1778544142.000823,92.1,92.1,30178,0.023986
1778544142.116510,91.8,91.8,30080,0.025275
1778544142.155185,91.4,91.4,29949,0.026232
1778544142.160820,91.0,91.0,29817,0.026232
1778544142.198657,90.7,90.7,29719,0.02881
1778544142.206453,90.3,90.3,29588,0.02881
1778544142.207965,90.0,90.0,29490,0.02881
1778544142.240652,89.6,89.6,29359,0.031994
1778544142.241810,89.2,89.2,29228,0.031994
1778544142.394258,88.9,88.9,29129,0.034553
1778544142.863874,89.2,89.2,29228,0.03553
1778544143.035060,89.6,89.6,29359,0.034553
1778544143.043639,90.0,90.0,29490,0.034553
1778544143.293132,91.0,91.0,29817,0.031994
1778544143.294149,90.3,90.3,29588,0.031994
1778544143.298727,90.7,90.7,29719,0.031994
1778544143.331520,91.4,91.4,29949,0.029767
1778544143.358256,91.8,91.8,30080,0.027521
1778544143.386933,92.1,92.1,30178,0.026232
1778544143.418152,92.9,92.9,30440,0.025275
1778544143.445067,93.2,93.2,30538,0.022716
1778544143.606402,93.6,93.6,30669,0.021759
1778544143.607406,94.3,94.3,30899,0.021759
1778544143.774569,94.7,94.7,31030,0.018224
1778544143.822899,95.4,95.4,31259,0.016954
1778544143.822899,95.0,95.0,31128,0.016954
1778544143.888740,95.8,95.8,31390,0.015997
1778544144.089507,96.1,96.1,31489,0.013438
1778544144.115930,96.5,96.5,31620,0.012462
1778544144.116951,96.8,96.8,31718,0.012462
1778544144.117467,97.2,97.2,31849,0.012462
1778544144.173040,97.6,97.6,31980,0.008946
1778544144.174582,97.9,97.9,32078,0.008946
1778544144.377748,98.3,98.3,32209,0.006719
1778544144.453767,98.6,98.6,32308,0.00543
1778544144.628874,99.0,99.0,32439,0.004473
1778544144.872000,99.4,99.4,32570,0.003184
1778544144.999830,99.7,99.7,32668,0.001914
1778544145.123739,100.0,100.0,32767,0.000957
1778544153.861040,99.4,99.4,32570,0.0
1778544153.901478,97.9,97.9,32078,0.001914
1778544153.901990,97.6,97.6,31980,0.001914
1778544153.903533,98.6,98.6,32308,0.001914
1778544153.905550,96.8,96.8,31718,0.001914
1778544153.949687,96.1,96.1,31489,0.010235
1778544153.950692,96.5,96.5,31620,0.010235
1778544154.047788,95.8,95.8,31390,0.011192
1778544154.706171,95.4,95.4,31259,0.013438
1778544154.712693,95.0,95.0,31128,0.013438
1778544154.733723,93.2,93.2,30538,0.015997
1778544154.734744,94.3,94.3,30899,0.015997
1778544154.735764,92.9,92.9,30440,0.015997
1778544154.735764,93.6,93.6,30669,0.015997
1778544154.773828,92.1,92.1,30178,0.02047
1778544156.434492,94.3,94.3,30899,0.025275
1778544156.436525,93.9,93.9,30768,0.025275
1778544156.437043,93.6,93.6,30669,0.025275
1778544156.439068,92.5,92.5,30309,0.025275
1778544156.439068,92.9,92.9,30440,0.025275
1778544156.444187,94.7,94.7,31030,0.025275
1778544156.500503,95.0,95.0,31128,0.016954
1778544156.507118,96.5,96.5,31620,0.016954
1778544156.507118,95.4,95.4,31259,0.016954
1778544156.508123,96.8,96.8,31718,0.016954
1778544156.508627,96.1,96.1,31489,0.016954
1778544156.508627,95.8,95.8,31390,0.016954
1778544156.544465,97.2,97.2,31849,0.013438
1778544156.545976,97.9,97.9,32078,0.013438
1778544156.665843,98.3,98.3,32209,0.006719
1778544156.666860,98.6,98.6,32308,0.006719
1778544156.667372,99.0,99.0,32439,0.006719
1778544156.677080,99.4,99.4,32570,0.006719
1778544156.678647,99.7,99.7,32668,0.006719
1778544156.713084,100.0,100.0,32767,0.003184
1778544159.482771,99.4,99.4,32570,0.0
1778544159.483789,99.0,99.0,32439,0.0
1778544159.484307,99.7,99.7,32668,0.0
1778544159.485829,98.6,98.6,32308,0.0
1778544159.570723,98.3,98.3,32209,0.004473
1778544159.574268,97.9,97.9,32078,0.004473
1778544160.138642,97.6,97.6,31980,0.006719
1778544160.139647,97.2,97.2,31849,0.006719
1778544160.195232,96.8,96.8,31718,0.008946
1778544160.351704,96.5,96.5,31620,0.010235
1778544160.389041,96.1,96.1,31489,0.011192
1778544160.392267,95.8,95.8,31390,0.011192
1778544163.295016,96.1,96.1,31489,0.013438
1778544163.300593,96.5,96.5,31620,0.013438
1778544163.496169,96.8,96.8,31718,0.011192
1778544163.583977,97.2,97.2,31849,0.010235
1778544163.584491,97.6,97.6,31980,0.010235
1778544163.585212,97.9,97.9,32078,0.010235
1778544163.585212,98.6,98.6,32308,0.010235
1778544163.750442,100.0,100.0,32767,0.004473
1778544163.750442,99.4,99.4,32570,0.004473
1778544164.605900,99.4,99.4,32570,0.001914
1778544164.700155,98.6,98.6,32308,0.001914
1778544164.771630,97.6,97.6,31980,0.004473
1778544164.773147,96.8,96.8,31718,0.004473
1778544164.773667,97.9,97.9,32078,0.004473
1778544164.773667,97.2,97.2,31849,0.004473
1778544164.774672,96.5,96.5,31620,0.004473
1778544164.872134,96.1,96.1,31489,0.011192
1778544165.169856,95.8,95.8,31390,0.012462
1778544165.170367,95.4,95.4,31259,0.012462
1778544165.171371,95.0,95.0,31128,0.012462
1778544165.171878,94.7,94.7,31030,0.012462
1778544165.173398,94.3,94.3,30899,0.012462
1778544165.709062,92.1,92.1,30178,0.018224
1778544165.710068,93.6,93.6,30669,0.018224
1778544165.710068,91.8,91.8,30080,0.018224
1778544165.711637,91.0,91.0,29817,0.018224
1778544165.712148,93.9,93.9,30768,0.018224
1778544165.801055,90.7,90.7,29719,0.019513
1778544166.008842,88.2,88.2,28900,0.029767
1778544166.018606,88.9,88.9,29129,0.029767
1778544166.018606,90.0,90.0,29490,0.029767
1778544166.019611,89.2,89.2,29228,0.029767
1778544166.019611,88.5,88.5,28998,0.029767
1778544166.120091,88.5,88.5,28998,0.036799
1778544166.398944,88.9,88.9,29129,0.036799
1778544166.492558,89.2,89.2,29228,0.03553
1778544166.493562,89.6,89.6,29359,0.03553
1778544166.494066,90.0,90.0,29490,0.03553
1778544166.495628,90.3,90.3,29588,0.03553
1778544166.495628,90.7,90.7,29719,0.03553
1778544166.499861,91.0,91.0,29817,0.03553
1778544166.701575,91.4,91.4,29949,0.02881
1778544166.702579,91.8,91.8,30080,0.02881
1778544166.702579,92.1,92.1,30178,0.02881
1778544166.704141,93.6,93.6,30669,0.02881
1778544166.704141,92.9,92.9,30440,0.02881
1778544166.988829,93.9,93.9,30768,0.022716
1778544166.989878,94.3,94.3,30899,0.022716
1778544167.044147,94.7,94.7,31030,0.018224
1778544167.045176,95.0,95.0,31128,0.018224
1778544167.045176,95.4,95.4,31259,0.018224
1778544167.046181,95.8,95.8,31390,0.018224
1778544167.202421,96.1,96.1,31489,0.013438
1778544167.202421,96.5,96.5,31620,0.013438
1778544167.203426,96.8,96.8,31718,0.013438
1778544167.203930,97.2,97.2,31849,0.013438
1778544167.207946,97.9,97.9,32078,0.013438
1778544167.313031,98.3,98.3,32209,0.006719
1778544167.321127,98.6,98.6,32308,0.006719
1778544167.373168,99.4,99.4,32570,0.004473
1778544167.381551,99.0,99.0,32439,0.004473
1778544167.685787,99.7,99.7,32668,0.003184
1778544167.721132,100.0,100.0,32767,0.000957
1778544173.630527,99.7,99.7,32668,0.0
1778544173.653703,99.4,99.4,32570,0.000957
1778544173.690158,99.0,99.0,32439,0.001914
1778544173.690670,98.6,98.6,32308,0.001914
1778544173.721833,98.3,98.3,32209,0.004473
1778544173.754906,97.9,97.9,32078,0.00543
1778544173.828543,97.6,97.6,31980,0.006719
1778544173.986664,95.4,95.4,31259,0.007676
1778544173.987176,96.5,96.5,31620,0.007676
1778544173.988183,95.8,95.8,31390,0.007676
1778544173.988183,96.8,96.8,31718,0.007676
1778544173.989213,96.1,96.1,31489,0.007676
1778544173.994746,97.2,97.2,31849,0.007676
1778544174.045003,93.9,93.9,30768,0.008946
1778544174.045513,95.0,95.0,31128,0.008946
1778544174.045513,94.7,94.7,31030,0.008946
1778544174.046518,94.3,94.3,30899,0.008946
1778544174.053727,93.6,93.6,30669,0.008946
1778544174.134400,93.2,93.2,30538,0.02047
1778544174.155612,92.5,92.5,30309,0.021759
1778544174.156127,92.9,92.9,30440,0.021759
1778544174.158688,92.1,92.1,30178,0.021759
1778544174.159204,91.8,91.8,30080,0.021759
1778544174.204742,91.0,91.0,29817,0.026232
1778544174.205258,90.7,90.7,29719,0.026232
1778544174.205258,90.0,90.0,29490,0.026232
1778544174.207776,89.2,89.2,29228,0.026232
1778544174.257072,88.9,88.9,29129,0.034553
1778544174.299033,88.5,88.5,28998,0.03553
1778544174.494658,88.2,88.2,28900,0.036799
1778544174.500238,87.8,87.8,28769,0.036799
1778544174.502747,87.4,87.4,28638,0.036799
1778544174.503753,87.1,87.1,28540,0.036799
1778544174.556664,86.0,86.0,28179,0.041272
1778544174.559698,85.3,85.3,27950,0.041272
1778544174.559698,86.7,86.7,28408,0.041272
1778544174.560702,86.3,86.3,28277,0.041272
1778544174.562286,85.6,85.6,28048,0.041272
1778544174.566899,84.9,84.9,27819,0.041272
1778544174.620383,84.5,84.5,27688,0.048323
1778544174.621413,84.2,84.2,27589,0.048323
1778544174.622417,83.8,83.8,27458,0.048323
1778544175.207796,83.5,83.5,27360,0.051839
1778544175.265445,82.4,82.4,27000,0.052796
1778544175.265445,82.0,82.0,26868,0.052796
1778544175.266951,82.7,82.7,27098,0.052796
1778544175.266951,83.1,83.1,27229,0.052796
1778544175.320154,81.3,81.3,26639,0.054085
1778544175.323711,80.6,80.6,26410,0.054085
1778544175.325277,80.9,80.9,26508,0.054085
1778544175.363417,79.8,79.8,26148,0.061117
1778544175.364432,79.5,79.5,26049,0.061117
1778544175.365960,80.2,80.2,26279,0.061117
1778544175.377091,79.1,79.1,25918,0.061117
1778544175.377091,78.8,78.8,25820,0.061117
1778544175.387714,78.4,78.4,25689,0.063363
1778544175.393293,78.0,78.0,25558,0.063363
1778544175.436393,77.3,77.3,25328,0.070395
1778544175.546186,76.6,76.6,25099,0.072641
1778544175.547213,76.2,76.2,24968,0.072641
1778544175.547213,75.5,75.5,24739,0.072641
1778544175.548218,75.1,75.1,24608,0.072641
1778544175.552739,74.4,74.4,24378,0.072641
1778544175.554775,76.9,76.9,25197,0.072641
1778544175.599970,74.1,74.1,24280,0.07393
1778544175.603110,73.3,73.3,24018,0.07393
1778544175.607183,73.0,73.0,23919,0.07393
1778544175.607687,72.6,72.6,23788,0.07393
1778544175.607687,73.3,73.3,24018,0.07393
1778544175.688616,73.7,73.7,24149,0.092908
1778544175.689646,74.1,74.1,24280,0.092908
1778544175.690690,75.1,75.1,24608,0.092908
1778544175.691257,74.4,74.4,24378,0.092908
1778544175.691772,74.8,74.8,24509,0.092908
1778544175.691772,75.5,75.5,24739,0.092908
1778544175.742345,75.9,75.9,24870,0.078403
1778544175.781991,76.2,76.2,24968,0.077114
1778544176.297376,75.5,75.5,24739,0.076157
1778544176.299905,75.9,75.9,24870,0.076157
1778544176.327736,75.1,75.1,24608,0.077114
1778544177.152063,74.8,74.8,24509,0.079673
1778544179.225609,75.5,75.5,24739,0.081542
1778544179.226113,76.6,76.6,25099,0.081542
1778544179.226626,75.9,75.9,24870,0.081542
1778544179.227133,76.9,76.9,25197,0.081542
1778544179.227655,77.7,77.7,25459,0.081542
1778544179.256946,78.4,78.4,25689,0.071372
1778544179.289887,79.1,79.1,25918,0.069125
1778544179.411179,78.8,78.8,25820,0.066879
1778544179.436940,78.4,78.4,25689,0.067836
1778544179.475137,78.0,78.0,25558,0.069125
1778544179.482183,77.7,77.7,25459,0.069125
1778544179.484690,76.9,76.9,25197,0.069125
1778544179.484690,77.3,77.3,25328,0.069125
1778544179.499400,76.6,76.6,25099,0.070395
1778544179.507924,76.2,76.2,24968,0.070395
1778544179.541127,75.9,75.9,24870,0.076157
1778544179.603248,75.1,75.1,24608,0.077114
1778544179.603750,75.5,75.5,24739,0.077114
1778544179.604763,74.8,74.8,24509,0.077114
